Source,Target,Types,Weight
Telfs Schlossbichl,Salzburg Stadt,BS E,1
Telfs Schlossbichl,Salzburg,BS E,1
Telfs Schlossbichl,Karlstein,BS E,1
Telfs Schlossbichl,Cífer-Pác,BS E,1
Telfs Schlossbichl,Třísov,BS E,1
Telfs Schlossbichl,Mainburg,BS E,1
Telfs Schlossbichl,Oberpöring,BS E,1
Telfs Schlossbichl,Aholming,BS E,1
Telfs Schlossbichl,Alttiefenweg,BS E,1
Telfs Schlossbichl,Haunersdorf,BS E,1
Telfs Schlossbichl,Moos,BS E,1
Telfs Schlossbichl,Pankofen,BS E,1
Telfs Schlossbichl,Langenisarhofen,BS E,1
Telfs Schlossbichl,Gilsenöd,BS E,1
Salzburg Stadt,Salzburg,BS E,1
Salzburg Stadt,Karlstein,BS E,1
Salzburg Stadt,Cífer-Pác,BS E,1
Salzburg Stadt,Třísov,BS E,1
Salzburg Stadt,Mainburg,BS E,1
Salzburg Stadt,Oberpöring,BS E,1
Salzburg Stadt,Aholming,BS E,1
Salzburg Stadt,Alttiefenweg,BS E,1
Salzburg Stadt,Haunersdorf,BS E,1
Salzburg Stadt,Moos,BS E,1
Salzburg Stadt,Pankofen,BS E,1
Salzburg Stadt,Langenisarhofen,BS E,1
Salzburg Stadt,Gilsenöd,BS E,1
Salzburg,Karlstein,BS E,1
Salzburg,Cífer-Pác,BS E,2
Salzburg,Třísov,BS E,1
Salzburg,Mainburg,BS E,1
Salzburg,Oberpöring,BS E,2
Salzburg,Aholming,BS E,1
Salzburg,Alttiefenweg,BS E,1
Salzburg,Haunersdorf,BS E,2
Salzburg,Moos,BS E,1
Salzburg,Pankofen,BS E,2
Salzburg,Langenisarhofen,BS E,1
Salzburg,Gilsenöd,BS E,2
Karlstein,Cífer-Pác,BS E,1
Karlstein,Třísov,BS E,1
Karlstein,Mainburg,BS E,1
Karlstein,Oberpöring,BS E,1
Karlstein,Aholming,BS E,1
Karlstein,Alttiefenweg,BS E,1
Karlstein,Haunersdorf,BS E,1
Karlstein,Moos,BS E,1
Karlstein,Pankofen,BS E,1
Karlstein,Langenisarhofen,BS E,1
Karlstein,Gilsenöd,BS E,1
Cífer-Pác,Třísov,BS E,1
Cífer-Pác,Mainburg,BS E,1
Cífer-Pác,Oberpöring,BS E,2
Cífer-Pác,Aholming,BS E,1
Cífer-Pác,Alttiefenweg,BS E,1
Cífer-Pác,Haunersdorf,BS E,2
Cífer-Pác,Moos,BS E,1
Cífer-Pác,Pankofen,BS E,2
Cífer-Pác,Langenisarhofen,BS E,1
Cífer-Pác,Gilsenöd,BS E,2
Třísov,Mainburg,BS E,1
Třísov,Oberpöring,BS E,1
Třísov,Aholming,BS E,1
Třísov,Alttiefenweg,BS E,1
Třísov,Haunersdorf,BS E,1
Třísov,Moos,BS E,1
Třísov,Pankofen,BS E,1
Třísov,Langenisarhofen,BS E,1
Třísov,Gilsenöd,BS E,1
Mainburg,Oberpöring,BS E,1
Mainburg,Aholming,BS E,1
Mainburg,Alttiefenweg,BS E,1
Mainburg,Haunersdorf,BS E,1
Mainburg,Moos,BS E,1
Mainburg,Pankofen,BS E,1
Mainburg,Langenisarhofen,BS E,1
Mainburg,Gilsenöd,BS E,1
Oberpöring,Aholming,BS E,1
Oberpöring,Alttiefenweg,BS E,1
Oberpöring,Haunersdorf,BS E,3
Oberpöring,Moos,BS E,1
Oberpöring,Pankofen,BS E,2
Oberpöring,Langenisarhofen,BS E,1
Oberpöring,Gilsenöd,BS E,2
Aholming,Alttiefenweg,BS E,1
Aholming,Haunersdorf,BS E,1
Aholming,Moos,BS E,1
Aholming,Pankofen,BS E,1
Aholming,Langenisarhofen,BS E,1
Aholming,Gilsenöd,BS E,1
Alttiefenweg,Haunersdorf,BS E,1
Alttiefenweg,Moos,BS E,1
Alttiefenweg,Pankofen,BS E,1
Alttiefenweg,Langenisarhofen,BS E,1
Alttiefenweg,Gilsenöd,BS E,1
Haunersdorf,Moos,BS E,1
Haunersdorf,Pankofen,BS E,2
Haunersdorf,Langenisarhofen,BS E,1
Haunersdorf,Gilsenöd,BS E,2
Moos,Pankofen,BS E,1
Moos,Langenisarhofen,BS E,1
Moos,Gilsenöd,BS E,1
Pankofen,Langenisarhofen,BS E,1
Pankofen,Gilsenöd,BS E,2
Langenisarhofen,Gilsenöd,BS E,1
Stradonice Oppidum,Egglfing,BS A,8
Stradonice Oppidum,Teisendorf,BS A,1
Stradonice Oppidum,Manching,BS A,8
Stradonice Oppidum,Wartenberg Sellmayerhof,BS A,1
Stradonice Oppidum,Wartenberg Amerhof,BS A,1
Stradonice Oppidum,Linz-Neubau,BS A,3
Stradonice Oppidum,Třísov,BS A,2
Stradonice Oppidum,Haunersdorf,BS A,1
Stradonice Oppidum,Moos,BS A,1
Stradonice Oppidum,Loham,BS A,1
Stradonice Oppidum,Plattling,BS A,1
Stradonice Oppidum,Aholming,BS A,1
Stradonice Oppidum,Oberpöring,BS A,1
Stradonice Oppidum,Neuses an der Regnitz,BS A,8
Stradonice Oppidum,Berching-Pollanten,BS A,3
Egglfing,Teisendorf,BS A,1
Egglfing,Manching,BS A,44
Egglfing,Wartenberg Sellmayerhof,BS A,1
Egglfing,Wartenberg Amerhof,BS A,1
Egglfing,Linz-Neubau,BS A,3
Egglfing,Třísov,BS A,2
Egglfing,Haunersdorf,BS A,1
Egglfing,Moos,BS A,1
Egglfing,Loham,BS A,1
Egglfing,Plattling,BS A,1
Egglfing,Aholming,BS A,1
Egglfing,Oberpöring,BS A,1
Egglfing,Neuses an der Regnitz,BS A,44
Egglfing,Berching-Pollanten,BS A,3
Teisendorf,Manching,BS A,1
Teisendorf,Wartenberg Sellmayerhof,BS A,1
Teisendorf,Wartenberg Amerhof,BS A,1
Teisendorf,Linz-Neubau,BS A,1
Teisendorf,Třísov,BS A,1
Teisendorf,Haunersdorf,BS A,1
Teisendorf,Moos,BS A,1
Teisendorf,Loham,BS A,1
Teisendorf,Plattling,BS A,1
Teisendorf,Aholming,BS A,1
Teisendorf,Oberpöring,BS A,1
Teisendorf,Neuses an der Regnitz,BS A,1
Teisendorf,Berching-Pollanten,BS A,1
Manching,Wartenberg Sellmayerhof,BS A,1
Manching,Wartenberg Amerhof,BS A,1
Manching,Linz-Neubau,BS A,3
Manching,Třísov,BS A,2
Manching,Haunersdorf,BS A,1
Manching,Moos,BS A,1
Manching,Loham,BS A,1
Manching,Plattling,BS A,1
Manching,Aholming,BS A,1
Manching,Oberpöring,BS A,1
Manching,Neuses an der Regnitz,BS A,44
Manching,Berching-Pollanten,BS A,3
Wartenberg Sellmayerhof,Wartenberg Amerhof,BS A,1
Wartenberg Sellmayerhof,Linz-Neubau,BS A,1
Wartenberg Sellmayerhof,Třísov,BS A,1
Wartenberg Sellmayerhof,Haunersdorf,BS A,1
Wartenberg Sellmayerhof,Moos,BS A,1
Wartenberg Sellmayerhof,Loham,BS A,1
Wartenberg Sellmayerhof,Plattling,BS A,1
Wartenberg Sellmayerhof,Aholming,BS A,1
Wartenberg Sellmayerhof,Oberpöring,BS A,1
Wartenberg Sellmayerhof,Neuses an der Regnitz,BS A,1
Wartenberg Sellmayerhof,Berching-Pollanten,BS A,1
Wartenberg Amerhof,Linz-Neubau,BS A,1
Wartenberg Amerhof,Třísov,BS A,1
Wartenberg Amerhof,Haunersdorf,BS A,1
Wartenberg Amerhof,Moos,BS A,1
Wartenberg Amerhof,Loham,BS A,1
Wartenberg Amerhof,Plattling,BS A,1
Wartenberg Amerhof,Aholming,BS A,1
Wartenberg Amerhof,Oberpöring,BS A,1
Wartenberg Amerhof,Neuses an der Regnitz,BS A,1
Wartenberg Amerhof,Berching-Pollanten,BS A,1
Linz-Neubau,Třísov,BS A,2
Linz-Neubau,Haunersdorf,BS A,1
Linz-Neubau,Moos,BS A,1
Linz-Neubau,Loham,BS A,1
Linz-Neubau,Plattling,BS A,1
Linz-Neubau,Aholming,BS A,1
Linz-Neubau,Oberpöring,BS A,1
Linz-Neubau,Neuses an der Regnitz,BS A,3
Linz-Neubau,Berching-Pollanten,BS A,3
Třísov,Haunersdorf,BS A,1
Třísov,Moos,BS A,1
Třísov,Loham,BS A,1
Třísov,Plattling,BS A,1
Třísov,Aholming,BS A,1
Třísov,Oberpöring,BS A,1
Třísov,Neuses an der Regnitz,BS A,2
Třísov,Berching-Pollanten,BS A,2
Haunersdorf,Moos,BS A,1
Haunersdorf,Loham,BS A,1
Haunersdorf,Plattling,BS A,1
Haunersdorf,Aholming,BS A,1
Haunersdorf,Oberpöring,BS A,1
Haunersdorf,Neuses an der Regnitz,BS A,1
Haunersdorf,Berching-Pollanten,BS A,1
Moos,Loham,BS A,1
Moos,Plattling,BS A,1
Moos,Aholming,BS A,1
Moos,Oberpöring,BS A,1
Moos,Neuses an der Regnitz,BS A,1
Moos,Berching-Pollanten,BS A,1
Loham,Plattling,BS A,1
Loham,Aholming,BS A,1
Loham,Oberpöring,BS A,1
Loham,Neuses an der Regnitz,BS A,1
Loham,Berching-Pollanten,BS A,1
Plattling,Aholming,BS A,1
Plattling,Oberpöring,BS A,1
Plattling,Neuses an der Regnitz,BS A,1
Plattling,Berching-Pollanten,BS A,1
Aholming,Oberpöring,BS A,1
Aholming,Neuses an der Regnitz,BS A,1
Aholming,Berching-Pollanten,BS A,1
Oberpöring,Neuses an der Regnitz,BS A,1
Oberpöring,Berching-Pollanten,BS A,1
Neuses an der Regnitz,Berching-Pollanten,BS A,3
Stradonice Oppidum,Egglfing,BS B,1
Stradonice Oppidum,Teisendorf,BS B,1
Stradonice Oppidum,Manching,BS B,1
Stradonice Oppidum,Berglern Glaslern,BS B,1
Stradonice Oppidum,Fischböckau,BS B,1
Stradonice Oppidum,Kürnbergerwald,BS B,1
Stradonice Oppidum,Felber Tauern,BS B,1
Stradonice Oppidum,Třísov,BS B,1
Stradonice Oppidum,Aholming,BS B,1
Stradonice Oppidum,Ostenhofen,BS B,1
Stradonice Oppidum,Natternberg,BS B,1
Stradonice Oppidum,Langenisarhofen,BS B,1
Stradonice Oppidum,Thundorf,BS B,1
Stradonice Oppidum,Neuses an der Regnitz,BS B,1
Stradonice Oppidum,Berching-Pollanten,BS B,1
Egglfing,Teisendorf,BS B,3
Egglfing,Manching,BS B,5
Egglfing,Berglern Glaslern,BS B,1
Egglfing,Fischböckau,BS B,1
Egglfing,Kürnbergerwald,BS B,1
Egglfing,Felber Tauern,BS B,2
Egglfing,Třísov,BS B,2
Egglfing,Aholming,BS B,1
Egglfing,Ostenhofen,BS B,1
Egglfing,Natternberg,BS B,1
Egglfing,Langenisarhofen,BS B,2
Egglfing,Thundorf,BS B,1
Egglfing,Neuses an der Regnitz,BS B,5
Egglfing,Berching-Pollanten,BS B,4
Teisendorf,Manching,BS B,3
